Operational & Financial Performance Metrics - June 2026
Reconciled to Perff_AI_Investor_KPI_CLEAN.xlsx (17 Jun 2026). Clicks/CVR/RPC excluded by methodology.

HEADLINE (All-Time)
Metric,Value
Total revenue,5366061
Conversions,360368
Publisher payouts,3737810
Gross profit,1628251
Gross margin,30.3%
Revenue per conversion,14.89
FY2025 revenue (peak),2495359
Active brands,64 (81 onboarded)
Active campaigns,186
Team,9

LATEST MONTH - June 2026
Revenue,13000
Gross profit,4395
Conversions,3519
Active publishers,60
H1 2026 revenue,226000

ANNUAL REVENUE (actuals)
Year,Revenue,Conversions,Payouts,Gross profit,Margin
2021,2087,433,1521,565,27.1%
2022,303918,65176,197702,106217,34.9%
2023,520302,110931,367802,152500,29.3%
2024,1818394,69980,1283400,534994,29.4%
2025,2495359,66990,1737714,757645,30.4%
2026 (H1),226000,46858,149671,76329,33.8%

MONTHLY TREND (Jan 2025 - Jun 2026)
Month,Revenue,Gross profit,Conversions,Active publishers
Jan 2025,210790,62996,7626,188
Feb 2025,208824,64154,7146,203
Mar 2025,216255,67256,8608,216
Apr 2025,208539,64901,6056,196
May 2025,207567,63206,5849,209
Jun 2025,203075,61108,5781,217
Jul 2025,203166,60663,4886,216
Aug 2025,211096,62844,6196,210
Sep 2025,210327,63944,4815,209
Oct 2025,209448,63092,3888,209
Nov 2025,204697,62141,3239,191
Dec 2025,201575,61341,2900,172
Jan 2026,62000,21582,9219,165
Feb 2026,56000,19690,10799,162
Mar 2026,45000,14586,10398,154
Apr 2026,28000,8951,5766,121
May 2026,22000,7125,7157,123
Jun 2026,13000,4395,3519,60

CONCENTRATION
Top 3 brands share of all-time revenue,"~81% (StarzPlay 49.8%, DAMAC 16.2%, Evest 15.2%)"
"Top publisher (Global Network, related party)",~69% of all-time revenue
Active publishers peak->now,217 (Jun 2025) -> 60 (Jun 2026)

"PROJECTIONS (management, under review)"
Year,Revenue,EBITDA,Net take
2026 (P),$3.5M,-$1.0M,~31%
2027 (P),$5.5M,-$0.3M,~32%
2028 (P),$9.0M,+$0.5M,~33%
2029 (P),$15M,+$2.0M,~34%
2030 (P),$25M,+$4.5M,~35%
Flag,H1 2026 actual $226K vs $3.5M FY2026 projection

DATA GAPS
Opex (monthly & June 2026)
Net burn (2026)
Cash on hand (June 2026)
Round-close status
Reconcile H1/H2 2025 vs monthly series
Confirm H1 2026 decline & pipeline
